title,prefecture,review_count,checkin_month,checkin_day,checkout_month,checkout_day,restaurant,pool,airport_shuttle,beach,parking,24-hour_front_desk,laundry,garden,heating,daily_housekeeping,facilities_for_disabled_guests,family_rooms,tea/coffee_maker_in_all_rooms,bar,spa,fitness_center,room_service,baggage_storage,air_conditioning,terrace,hot_spring_bath,elevator,designated_smoking_area,skiing,price
Toyoko Inn Hokkaido Shin Hakodate Hokuto eki Minami guchi,Hokkaido,951.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20007.0
Hotel Route-Inn Iwata Inter,Shizuoka,546.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23331.0
ART Hotel Oita,Oita,1452.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13066.0
Tsubamesanjo Washington Hotel,Niigata,315.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16138.0
Hotel Route Inn Kyoto Kameoka Ekimae,Kyoto,394.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20220.0
Comfort Hotel Kushiro,Hokkaido,1123.0,9,22,9,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28276.0
Hotel Grand Tiara Minaminagoya,Aichi,524.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25509.0
LACER OKINAWA NAHA Miebashi,Okinawa,97.0,9,15,9,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
"GLOU Koiwa Tokyo - Economic APT in a Japanese Local Shopping Street, with Direct Access to Shinjuku & Akihabara",Tokyo,50.0,10,20,10,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27109.0
Hotel Hewitt Koshien,Hyogo,3388.0,12,8,12,13,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,47709.0
Hotel Japanesque Kyoto Station ZEQUU ANNEX,Kyoto,457.0,10,20,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119550.0
AQUASENSE Hotel & Resort,Okinawa,472.0,12,8,12,13,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,73166.0
Premier Hotel - CABIN PRESIDENT - Hakodate,Hokkaido,2540.0,12,8,12,13,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26648.0
Hotel and Spa Gift TAKAYAMA,Gifu,840.0,12,8,12,13,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,36552.0
Kyoto Pleasant Hotel,Kyoto,153.0,10,20,10,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58328.0
THE SENAGAJIMA STORYLINE,Okinawa,333.0,12,8,12,13,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,48840.0
アルファベットイン那覇国際通りWEST,Okinawa,151.0,10,20,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Asakusa View Hotel Annex Rokku,Tokyo,933.0,12,8,12,13,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,103446.0
Hotel Monterey Fukuoka,Fukuoka,1449.0,12,8,12,13,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43058.0
Chisun Grand Takayama,Gifu,3496.0,12,8,12,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24482.0
ORI Kyoto,Kyoto,1958.0,12,8,12,13,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43558.0
&and COMFY HOTEL Kumamoto Jo View,Kumamoto,1747.0,10,20,10,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23273.0
The Yuinchi Hotel Nanjo,Okinawa,1198.0,12,8,12,13,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,26598.0
"Yu Kiroro, Ski-in Ski-out Luxury Residences",Hokkaido,206.0,12,8,12,13,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,107334.0
sala del rey Kyoto South,Kyoto,174.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,72094.0
Grids Premium Hotel Kumamoto,Kumamoto,1507.0,12,8,12,13,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22753.0
谷町君 HOTEL 恵美須町72,Osaka,3597.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49558.0
Hotel Sunset Hill,Okinawa,642.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30237.0
ホテル ナインステイツ唐津,Saga,13.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Candeo Hotels Osaka The Tower,Osaka,2716.0,12,8,12,13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,58543.0
Aqua Palace Chatan by Coldio Premium,Okinawa,948.0,12,22,12,27,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36212.0
APA Hotel & Resort Niigata Ekimae Odori,Niigata,8999.0,12,22,12,27,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,20823.0
Toyoko Inn Fuji Kawaguchiko Ohashi,Yamanashi,5895.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23069.0
Tokyu Stay Kanazawa,Ishikawa,2769.0,12,22,12,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25025.0
Toyoko Inn Shin-fuji-eki Minami-guchi,Shizuoka,2947.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21436.0
Rizo Zaizen Hotel,Okinawa,387.0,12,22,12,27,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,83820.0
Toyoko Inn Narita Airport Shinkan,Chiba,12285.0,10,20,10,25,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20823.0
APA Hotel Niigata Tsubamesanjo Ekimae,Niigata,391.0,12,29,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16449.0
Ducale Garden Hotel Kujukuri,Chiba,826.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26007.0
KABIN Kyoto,Kyoto,1682.0,12,22,12,27,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30835.0
Hotel Nikko Alivila,Okinawa,1965.0,10,20,10,25,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,64083.0
Shizutetsu Hotel Prezio Kyoto Shijo,Kyoto,947.0,12,22,12,27,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29747.0
Quad Inn Yokote,Akita,96.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28386.0
Fujiyama Inn Conifer,Yamanashi,2366.0,10,27,11,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,37797.0
Aki Grand Hotel & Spa,Hiroshima,1345.0,10,6,10,11,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,94103.0
LAMP LIGHT BOOKS HOTEL fukuoka,Fukuoka,3761.0,10,27,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38581.0
Hotel Route-Inn Hita Ekimae,Oita,635.0,10,6,10,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23915.0
Hotel Keihan Kyoto Ekiminami,Kyoto,4254.0,10,27,11,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48073.0
KABIN Taka,Kyoto,1917.0,10,27,11,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,72697.0
Kussharo Prince Hotel,Hokkaido,199.0,10,27,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,35936.0
Hotel Wing International Tomakomai,Hokkaido,1225.0,10,27,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18478.0
Private condo Kourijima by Coldio Smart Resort,Okinawa,558.0,11,10,11,15,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,69361.0
Hotel Keihan Kyoto Hachijoguchi,Kyoto,3147.0,10,27,11,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43288.0
Green Rich Hotel Tottori Ekimae (Artificial hot spring Futamata Yunohana),Tottori,1426.0,10,27,11,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20696.0
Mercure Kyoto Miyazu Resort & Spa,Kyoto,680.0,10,6,10,11,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,34219.0
Daiwa Roynet Hotel Chiba-chuo,Chiba,3002.0,10,27,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23912.0
Okuma Private Beach & Resort,Okinawa,573.0,10,6,10,11,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,64550.0
La'gent Hotel Okinawa Chatan Hotel and Hostel,Okinawa,2369.0,11,10,11,15,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33753.0
Hotel Route-Inn Ishioka,Ibaraki,571.0,10,6,10,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29942.0
Toyoko Inn Tokyo Minami-machida,Tokyo,720.0,10,6,10,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22048.0
Best Western Okinawa Kouki Beach,Okinawa,2225.0,10,13,10,18,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34822.0
Ostay Vermillion Namba,Osaka,3853.0,11,10,11,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,46065.0
Hotel Monterey Edelhof Sapporo,Hokkaido,1999.0,10,13,10,18,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,31229.0
asbo stay hotel,Okinawa,5.0,11,10,11,15,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25637.0
Hotel Intergate Kanazawa,Ishikawa,3467.0,10,13,10,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39002.0
Smile Hotel Premium Hakodate Goryokaku,Hokkaido,1717.0,11,10,11,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16033.0
Royal View Hotel Churaumi,Ishikawa,2016.0,10,6,10,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50396.0
Lake Biwa Otsu Prince Hotel,Shiga,3819.0,10,6,10,11,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,45705.0
Grand Mercure Awaji Island Resort & Spa,Hyogo,438.0,11,10,11,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32975.0
Tokyu Stay Shinjuku Eastside,Tokyo,3648.0,11,10,11,15,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,106628.0
Innocence Resort -in Chiba Resol-,Chiba,166.0,10,6,10,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38805.0
Candeo Hotels Osaka Shinsaibashi,Osaka,1113.0,11,10,11,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72358.0
HOTEL HOUKLEA,Okinawa,2883.0,10,13,10,18,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Enoe Hakodate,Hokkaido,331.0,11,10,11,15,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18153.0
hotel androoms Naha Port,Okinawa,3238.0,10,13,10,18,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21636.0
Ashibetsu Onsen Starlight Hotel,Hokkaido,24.0,11,10,11,15,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,52719.0
Hotel Metropolitan Yamagata,Yamagata,3152.0,10,13,10,18,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,35790.0
Miyako City Kintetsu Kyoto Station,Kyoto,5090.0,12,15,12,20,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40406.0
Shiraishi Island International Villa,Okayama,209.0,11,3,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19443.0
Dormy Inn Hirosaki,Aomori,950.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55898.0
Comfort Villa,Okinawa,886.0,12,15,12,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Chisun Hotel Hiroshima,Hiroshima,3388.0,12,15,12,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18204.0
Hotel Route-Inn Odate Eki Minami,Akita,203.0,12,15,12,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24887.0
Family Condo Chatan Hills by Coldio Premium,Okinawa,733.0,11,3,11,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Grand Bach Kyoto Select,Kyoto,2244.0,12,15,12,20,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,31208.0
Dormy Inn Premium Otaru,Hokkaido,3233.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,24455.0
Hotel Metropolitan Kamakura,Kanagawa,2576.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45811.0
Daiwa Roynet Hotel Hachinohe,Aomori,1265.0,12,15,12,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23331.0
Toyoko Inn Joetsu myoko eki Nishi guchi,Niigata,1746.0,11,3,11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20125.0
SOIL Nagatoyumoto,Yamaguchi,13.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55085.0
Hotel Springs Makuhari Premier,Chiba,138.0,10,6,10,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48607.0
Premier Hotel Mojiko,Fukuoka,3540.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24043.0
Urban Hotel Kyoto Gojo Premium,Kyoto,3044.0,12,22,12,27,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,21998.0
Fuji Matsuzono Hotel,Yamanashi,731.0,10,13,10,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29942.0
Nagoya Prince Hotel Sky Tower,Aichi,2266.0,10,13,10,18,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,75295.0
Tosei Hotel Cocone Kamakura,Kanagawa,1881.0,10,6,10,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54203.0
JR Inn Chitose,Hokkaido,1914.0,12,22,12,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24653.0
KOKO HOTEL Premier Kanazawa Korinbo,Ishikawa,5140.0,12,22,12,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19198.0
Dormy Inn Aomori Natural Hot Spring,Aomori,609.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35386.0
Kansai Airport Washington Hotel,Osaka,6992.0,12,22,12,27,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33449.0
Hotel Route-Inn Kushiro Ekimae,Hokkaido,679.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20804.0
HOTEL KARAE,Saga,1137.0,12,22,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18286.0
Kyoto Brighton Hotel,Kyoto,1442.0,12,22,12,27,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,49344.0
Dormy Inn Akita,Akita,1557.0,10,6,10,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24692.0
Hotel Wing International Select Kumamoto,Kumamoto,2505.0,12,22,12,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19024.0
HATAGO INN Shizuoka Yoshida IC,Shizuoka,2379.0,12,22,12,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19054.0
The OneFive Garden Kurashiki,Okayama,2672.0,11,3,11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18478.0
Matsue New Urban Hotel,Shimane,1334.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26637.0
Sotetsu Fresa Inn Kamakura-Ofuna Higashiguchi,Kanagawa,2075.0,11,3,11,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21577.0
Grand Mercure Nasu Highlands Resort & Spa,Tochigi,395.0,10,20,10,25,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33053.0
Manza Kogen Hotel,Gunma,517.0,11,10,11,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30910.0
Toyoko Inn Marugame Ekimae,Kagawa,1463.0,11,3,11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18986.0
Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,Tokyo,4060.0,10,20,10,25,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,100597.0
Super Hotel Tottori Ekimae,Tottori,1159.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24029.0
Toyoko Inn Kawaguchi Ekimae,Saitama,1317.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20415.0
OMO7 Osaka by Hoshino Resorts,Osaka,2133.0,10,20,10,25,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,55567.0
Quintessa Hotel Kokura Comic & Books,Fukuoka,1656.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21465.0
One Niseko Resort Towers,Hokkaido,664.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,35036.0
Hotel Santa Barbara Miyakojima Resort,Okinawa,956.0,11,10,11,15,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21572.0
Midtown Niseko,Hokkaido,1115.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22429.0
Green Rich Hotel Iwakuni Ekimae (Artificial hot spring Futamata Yunohana),Yamaguchi,1024.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24060.0
Dusit Thani Kyoto,Kyoto,1259.0,11,3,11,8,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,113361.0
Henn na Hotel Kyoto Hachijoguchi,Kyoto,3505.0,11,3,11,8,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,41842.0
La Vista Tokyo Bay,Tokyo,2818.0,10,20,10,25,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,70013.0
KAMOME SLOW HOTEL the COMPACT,Hyogo,475.0,11,3,11,8,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,56384.0
Comfort Hotel Kyoto Horikawagojo,Kyoto,4142.0,11,3,11,8,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29086.0
Grand Mercure Ise-shima Resort & Spa,Mie,406.0,12,1,12,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26442.0
Hotel Resol Trinity Kyoto,Kyoto,4712.0,10,27,11,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60879.0
KABIN Koji,Kyoto,309.0,10,27,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48088.0
La'gent Stay Hakodate Ekimae,Hokkaido,3248.0,12,1,12,6,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,32975.0
Okayama Koraku Hotel,Okayama,4189.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20469.0
Sotetsu Fresa Inn Nagano-Ueda,Nagano,1266.0,10,27,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21945.0
Green Rich Hotel Kurume Natural Hot Spring Arimamutsumonnoyu,Fukuoka,1267.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27227.0
Jozankei View Hotel,Hokkaido,1040.0,12,1,12,6,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,49774.0
HOTEL FORZA HAKATA-GUCHI,Fukuoka,3503.0,10,27,11,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49660.0
Miyajima Grand Hotel Arimoto,Hiroshima,1429.0,12,1,12,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121945.0
ART HOTEL Aomori,Aomori,1409.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15434.0
BbyC Hotel 那覇 レンタカー付ホテル,Okinawa,753.0,11,17,11,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16125.0
APA Hotel Takaoka Ekimae,Toyama,2017.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18723.0
THE HOTEL YAKUSHIMA ocean & forest,Kagoshima,526.0,12,1,12,6,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68439.0
Toyoko Inn Nishi Funabashi Baraki Inter,Chiba,1256.0,10,27,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373.0
JR Inn Hakodate,Hokkaido,3621.0,12,1,12,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22740.0
Fujinomiya Fujikyu Hotel,Shizuoka,1091.0,10,27,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25470.0
Hotel GrandConsort Naha,Okinawa,2655.0,10,27,11,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32197.0
Hiroshima Airport Hotel,Hiroshima,1037.0,12,1,12,6,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,46091.0
SARASA HOTEL Shin-Osaka,Osaka,1976.0,10,27,11,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28390.0
KOKO HOTEL Residence Asakusa Tawaramachi,Tokyo,1395.0,10,20,10,25,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,110115.0
Onyado Nono Matsumoto Natural Hot Spring,Nagano,2961.0,10,6,10,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53018.0
Kokusai 21 International Hotel,Nagano,2100.0,10,6,10,11,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36241.0
Premier Hotel -CABIN- Obihiro,Hokkaido,1081.0,10,27,11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,26224.0
Namba Oriental Hotel,Osaka,1565.0,10,27,11,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,62883.0
"KAYA Kyoto Nijo Castle, BW Signature Collection by Best Western",Kyoto,1188.0,10,27,11,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,56398.0
THE SINGULARI HOTEL & SKYSPA at UNIVERSAL STUDIOS JAPAN,Osaka,7193.0,10,27,11,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,69262.0
