title,prefecture,review_count,checkin_month,checkin_day,checkout_month,checkout_day,restaurant,pool,airport_shuttle,beach,parking,24-hour_front_desk,laundry,garden,heating,daily_housekeeping,facilities_for_disabled_guests,family_rooms,tea/coffee_maker_in_all_rooms,bar,spa,fitness_center,room_service,baggage_storage,air_conditioning,terrace,hot_spring_bath,elevator,designated_smoking_area,skiing,price
APA Hotel Muroran,Hokkaido,347.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19793.0
Daiwa Roynet Hotel Hachinohe,Aomori,1265.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23176.0
ESLEAD HOTEL Namba South Ⅲ,Osaka,679.0,9,1,9,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,35728.0
The Base Sapporo Susukino,Hokkaido,308.0,9,1,9,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55033.0
APA Hotel Sagaeki Minamiguchi,Saga,1181.0,7,28,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18460.0
Comfort Hotel Kochi,Kochi,2283.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21197.0
MAGURO BLDG by WhyKumano,Wakayama,187.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20609.0
Z hotel,Nagano,1531.0,9,1,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29164.0
Hotel JAL City Toyama,Toyama,3248.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27601.0
Himeji Ekimae Universal Hotel Minamiguchi,Hyogo,2156.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14582.0
ジスコホテル西海,Nagasaki,76.0,7,21,7,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26248.0
Mr Kintaro Hotel Asakusa South,Tokyo,880.0,9,1,9,6,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,29009.0
Candeo Hotels Osaka Hirakata,Osaka,243.0,7,28,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31507.0
N Plus Hotel Akihabara,Tokyo,438.0,9,1,9,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,45569.0
Hotel Route-Inn Higashihiroshima Saijo Ekimae,Hiroshima,610.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20804.0
Hotel Balian Resort Shinjuku Honten,Tokyo,129.0,7,21,7,26,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,91381.0
Hotel Route-inn Natori,Miyagi,351.0,7,21,7,26,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25178.0
萃豊閣ホテル-Suihokaku Hotel,Fukuoka,956.0,9,1,9,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Dormy Inn Maebashi,Gunma,727.0,9,1,9,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22714.0
Fairfield by Marriott Kagoshima Sakurajima,Kagoshima,132.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16068.0
Select Inn Fujisan Gotemba,Shizuoka,1211.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23567.0
島原ステーションホテル　花みずき,Nagasaki,117.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel New Yokosuka,Kanagawa,73.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,48918.0
Urban Hotel Kusatsu,Shiga,659.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13327.0
Garrya Nijo Castle Kyoto - Banyan Group,Kyoto,128.0,7,7,7,12,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,175833.0
Super Hotel Tottori Ekimae,Tottori,1159.0,9,22,9,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22125.0
与那国島ホテル むんぶステイ 比川浜,Okinawa,20.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44330.0
Hotel Rumieru Hyuga,Miyazaki,144.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17693.0
Hotel Mermaid (Adult Only),Kanagawa,461.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14777.0
Hotel Route-Inn Nabari,Mie,288.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22845.0
T Hotel Ryuoo,Nagano,109.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36611.0
Toyoko Inn Kawaguchi Ekimae,Saitama,1317.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20415.0
Takarazuka Hotel,Hyogo,722.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37610.0
Usa Hotel Riverside,Oita,96.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17455.0
RITA Yame Fukushima,Fukuoka,35.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105520.0
Fairfield by Marriott Hokkaido Eniwa,Hokkaido,276.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27998.0
Daiwa Roynet Hotel Tokushima Ekimae,Tokushima,1849.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21604.0
Fairfield by Marriott Wakayama Kumano Kodo Susami,Wakayama,148.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16068.0
WAKKA,Ehime,219.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81660.0
ホテルひさご,Fukushima,76.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Leon Hamamatsu,Shizuoka,1470.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15943.0
Hotel Nikko Northland Obihiro,Hokkaido,810.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,42889.0
Midtown Niseko,Hokkaido,1115.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22429.0
Hotel Matsunoka Ichinoseki,Iwate,282.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22806.0
BbyC APARTMENT 浅草花園通 レンタカー&サウナ付ホテル,Tokyo,143.0,9,29,10,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,36212.0
谷町君ホテル WE 難波28,Osaka,410.0,9,15,9,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,61529.0
Kansai Airport Washington Hotel,Osaka,6992.0,9,15,9,20,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,26607.0
Hotel Route-Inn Kushiro Ekimae,Hokkaido,679.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25431.0
HOTEL KARAE,Saga,1137.0,8,18,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Toyoko Inn Higashi-osaka,Osaka,313.0,8,18,8,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29642.0
与那国島ホテル むんぶステイ ナンタ浜,Okinawa,10.0,8,18,8,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27964.0
First Cabin Kansai Airport,Osaka,3175.0,9,29,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36212.0
Hotel Route-Inn Yurihonjo,Akita,188.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27025.0
IKI Island HUB,Nagasaki,41.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32765.0
Fairfield by Marriott Mie Kumano Kodo Mihama,Mie,332.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20220.0
seven x seven 糸島,Fukuoka,289.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,77460.0
Art Hotel Hirosaki City,Aomori,706.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23301.0
AB Hotel Seki,Gifu,112.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16332.0
Dormy Inn Akita,Akita,1557.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23135.0
Hibaso,Hiroshima,79.0,8,18,8,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21387.0
HATAGO INN Shizuoka Yoshida IC,Shizuoka,2379.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18774.0
Dormy Inn Toyama Natural Hot Spring,Toyama,1548.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29553.0
ART HOTEL Kashima Central,Ibaraki,122.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16954.0
Toyoko Inn Kasukabe-eki Nishi-guchi,Saitama,936.0,8,18,8,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19598.0
Yakushima Green Hotel,Kagoshima,152.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44913.0
Pension Sea Friend,Okinawa,496.0,9,29,10,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23436.0
Tabino Hotel lit Matsumoto Milky white Onsen,Nagano,2017.0,9,15,9,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35036.0
MONday Apart Premium Ginza Shintomicho,Tokyo,607.0,7,21,7,26,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,64744.0
Dormy Inn Wakkanai,Hokkaido,1068.0,7,21,7,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56752.0
HOTEL AUBE,Wakayama,68.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8749.0
ピンポンホテル&キャビン pin pon hotel & cabin,Yamaguchi,302.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15651.0
Green Rich Hotel Iwakuni Ekimae (Artificial hot spring Futamata Yunohana),Yamaguchi,1024.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24060.0
MONday Apart Premium AKIHABARA ASAKUSABASHI Sta.,Tokyo,602.0,8,4,8,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,92937.0
Hotel Sunroute Chiba,Chiba,4346.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21795.0
Airport Hotel Kumamoto,Kumamoto,208.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24182.0
Biz Hotel Kiiyura,Wakayama,94.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17499.0
Yonago Universal Hotel,Tottori,1030.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14062.0
Grandvrio Hotel Miyajima Wakura - ROUTE INN HOTELS -,Hiroshima,301.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34762.0
Smile Hotel Towada,Aomori,349.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13882.0
Grandvrio Hotel Unazukionsen,Toyama,41.0,7,14,7,19,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43163.0
Okayama Koraku Hotel,Okayama,4189.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21465.0
Toyoko Inn Fukui Ekimae,Fukui,575.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17930.0
Sotetsu Fresa Inn Nagano-Ueda,Nagano,1266.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17448.0
Remington Hotel,Hyogo,549.0,7,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18363.0
中津サンライズホテル,Oita,137.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Daiwa Roynet Hotel Fukuyama Ekimae,Hiroshima,1590.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21986.0
Green Rich Hotel Kurume Natural Hot Spring Arimamutsumonnoyu,Fukuoka,1267.0,8,18,8,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24381.0
Kurashiki Ivy Square,Okayama,2182.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24342.0
Central Hotel Takeoonsen Ekimae,Saga,531.0,7,7,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25980.0
Hotel Route Inn Ishinomaki Chuo,Miyagi,485.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20804.0
Jozankei View Hotel,Hokkaido,1040.0,7,14,7,19,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,39043.0
JR Kyushu Hotel Blossom Oita,Oita,735.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25964.0
Hotel Nostal Yokote,Akita,21.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36212.0
Daiwa Roynet Hotel Wakayama,Wakayama,1963.0,7,7,7,12,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23371.0
Glocal Hotel Itoshima,Fukuoka,615.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34997.0
APA Hotel Obihiro Ekimae,Hokkaido,857.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Ooedo Onsen Monogatari Unzen Toyokan,Nagasaki,129.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53942.0
Hotel Listel Inawashiro Wing Tower,Fukushima,526.0,7,14,7,19,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,38886.0
Miyajima Grand Hotel Arimoto,Hiroshima,1429.0,9,22,9,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99703.0
ART HOTEL Aomori,Aomori,1409.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21607.0
Iroha Grand Hotel Matsumoto Eki-Mae,Nagano,2762.0,7,14,7,19,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,41996.0
Hotel Bliss Villa Hasami,Nagano,546.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21931.0
Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN,Tokyo,67.0,7,14,7,19,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,221492.0
Hotel Continental Fuchu,Tokyo,864.0,9,22,9,27,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16616.0
APA Hotel Takaoka Ekimae,Toyama,2017.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18439.0
Hotel Green Plaza Hakuba,Nagano,276.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37719.0
Toyoko Inn Chigasaki Shiyakusho,Kanagawa,1161.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19598.0
ホテルレックス諏訪 -レジャーホテル -,Nagano,267.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12055.0
Central Hotel,Kanagawa,793.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29421.0
Hotel Primrose Saito,Miyazaki,31.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20318.0
UNO HOTEL,Okayama,1084.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53112.0
Daiwa Roynet Hotel Aomori,Aomori,2488.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25421.0
ホテル マリオン 鈴鹿,Mie,203.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15165.0
Hotel Route-Inn Saiki Ekimae,Oita,347.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23853.0
Hotel Nara Sakurai No Sato,Nara,252.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21055.0
Hotel Harbour Yokosuka,Kanagawa,360.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22942.0
宿 ひるね,Akita,16.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20018.0
Tokyo Bay Maihama Hotel,Chiba,4070.0,8,25,8,30,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,56316.0
Grand Mercure Nara Kashihara,Nara,351.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,20220.0
Richmond Hotel Obihiro Ekimae,Hokkaido,1071.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,24109.0
Mercure Kochi Tosa Resort & Spa,Kochi,247.0,9,15,9,20,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,31420.0
Onyado Nono Matsumoto Natural Hot Spring,Nagano,2961.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37651.0
Comfort Hotel Hikone,Shiga,1232.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19054.0
THE TOURIST HOTEL & Cafe AKIHABARA,Tokyo,4426.0,8,25,8,30,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30477.0
Hotel Alpha-One Tsuyama,Okayama,131.0,8,11,8,16,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29164.0
Hotel Gee Haive,Shizuoka,1728.0,8,25,8,30,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36212.0
Mitsui Garden Hotel Prana Tokyo Bay,Chiba,3547.0,8,25,8,30,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36358.0
夕景の宿　海のゆりかご　萩小町,Yamaguchi,50.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,53248.0
Hotel Route Inn Tokushima Airport -Matsushige Smartinter-,Tokushima,190.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20882.0
Hotel Vista Hiroshima,Hiroshima,1192.0,8,25,8,30,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19409.0
Hotel Select Inn Hachinohe Chuo,Aomori,1279.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11829.0
Kokusai 21 International Hotel,Nagano,2100.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40752.0
Hotel Wing International Hida Takayama,Gifu,2376.0,8,25,8,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18060.0
Premier Hotel -CABIN- Obihiro,Hokkaido,1081.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,28278.0
JR-East Hotel Mets Shibuya,Tokyo,1019.0,8,11,8,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60522.0
Shima Kanko Hotel The Bay Suites,Mie,42.0,9,29,10,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,149321.0
Inuyama Miyako Hotel,Aichi,377.0,7,14,7,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19909.0
Kerama Blue Resort,Okinawa,181.0,8,25,8,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66105.0
THE GRAND HOTEL GINOWAN,Okinawa,805.0,7,14,7,19,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20051.0
Green Rich Hotel Hamada Ekimae (Artificial hot spring Futamata Yunohana),Shimane,222.0,7,14,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16430.0
Richmond Hotel Matsumoto,Nagano,1129.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21543.0
Courtyard by Marriott Fukui,Fukui,580.0,9,15,9,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,34608.0
Shin Furano Prince Hotel,Hokkaido,980.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,36246.0
Kurume Hotel Esprit,Fukuoka,955.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20298.0
Toyoko Inn Osaka Itami Airport,Osaka,1795.0,9,15,9,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23355.0
Hotel Route-Inn Tomakomai Ekimae,Hokkaido,572.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Route-Inn Tsuruga Ekimae,Fukui,270.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21679.0
Hotel Route-Inn Tsuyama Ekimae,Okayama,871.0,9,22,9,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27998.0
Fairfield by Marriott Hyogo Awaji Higashiura,Hyogo,593.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20220.0
Ueno Frex Hotel,Mie,326.0,9,22,9,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18672.0
TapStay Hotel,Saga,195.0,8,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18121.0
Ibusuki Royal Hotel,Kagoshima,267.0,9,15,9,20,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52386.0
Takasaki Washington Hotel Plaza,Gunma,1602.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20314.0
Hyper Hotel Komatsu,Ishikawa,688.0,8,4,8,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19054.0
Hotel Nikko Kumamoto,Kumamoto,1385.0,9,15,9,20,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27450.0
Dormy Inn Asahikawa,Hokkaido,1150.0,9,15,9,20,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,29164.0
